Istasyon_No,Istasyon_Adi,YIL,AY,GUN,SAAT,RADYASYON,Bulutluluk_Miktari_8_Okta
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,5.0,20.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,6.0,240.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,7.0,350.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,8.0,510.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,9.0,520.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,10.0,530.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,11.0,430.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,12.0,370.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,13.0,300.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,14.0,240.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,15.0,210.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,16.0,40.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,17.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,1.0,18.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,2.0,10.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,3.0,10.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,4.0,10.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,5.0,20.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,6.0,230.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,7.0,300.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,8.0,460.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,9.0,650.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,10.0,730.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,11.0,500.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,12.0,490.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,13.0,570.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,14.0,340.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,15.0,210.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,16.0,40.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,17.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,2.0,18.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,6.0,240.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,7.0,410.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,8.0,560.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,9.0,680.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,10.0,640.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,11.0,710.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,12.0,610.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,13.0,510.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,14.0,340.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,15.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,3.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,2.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,3.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,4.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,5.0,20.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,6.0,220.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,7.0,370.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,8.0,570.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,9.0,660.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,10.0,670.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,11.0,600.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,12.0,470.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,13.0,440.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,14.0,340.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,15.0,200.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,16.0,40.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,17.0,10.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,4.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,2.0,10.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,3.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,4.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,5.0,20.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,6.0,210.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,7.0,280.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,8.0,370.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,9.0,530.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,10.0,540.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,11.0,500.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,12.0,400.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,13.0,330.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,14.0,270.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,15.0,200.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,16.0,40.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,17.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,5.0,18.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,2.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,3.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,4.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,5.0,20.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,6.0,200.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,7.0,220.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,8.0,250.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,9.0,260.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,10.0,250.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,11.0,240.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,12.0,220.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,13.0,210.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,14.0,210.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,15.0,200.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,16.0,40.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,17.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,6.0,18.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,2.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,3.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,4.0,10.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,5.0,20.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,6.0,210.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,7.0,230.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,8.0,250.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,9.0,260.0,7.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,10.0,270.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,11.0,310.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,12.0,300.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,13.0,410.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,14.0,320.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,15.0,210.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,16.0,40.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,17.0,10.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,7.0,18.0,10.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,2.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,3.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,4.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,5.0,20.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,6.0,230.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,7.0,290.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,8.0,390.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,9.0,530.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,10.0,350.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,11.0,350.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,12.0,480.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,13.0,380.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,14.0,290.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,15.0,200.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,16.0,40.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,17.0,10.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,8.0,18.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,2.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,3.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,4.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,5.0,20.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,6.0,260.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,7.0,430.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,8.0,580.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,9.0,700.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,10.0,720.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,11.0,740.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,12.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,13.0,520.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,14.0,370.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,15.0,210.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,9.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,6.0,230.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,7.0,410.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,8.0,560.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,9.0,680.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,10.0,710.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,11.0,690.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,12.0,620.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,13.0,520.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,14.0,360.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,15.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,10.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,6.0,250.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,7.0,410.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,8.0,550.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,9.0,640.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,10.0,690.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,11.0,660.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,12.0,580.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,13.0,470.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,14.0,330.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,15.0,200.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,16.0,40.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,17.0,10.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,11.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,2.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,3.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,4.0,10.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,5.0,20.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,6.0,220.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,7.0,270.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,8.0,400.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,9.0,590.0,5.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,10.0,580.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,11.0,700.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,12.0,620.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,13.0,510.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,14.0,340.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,15.0,210.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,16.0,40.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,17.0,10.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,12.0,18.0,10.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,5.0,20.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,6.0,240.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,7.0,370.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,8.0,540.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,9.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,10.0,690.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,11.0,700.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,12.0,600.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,13.0,510.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,14.0,360.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,15.0,210.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,13.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,6.0,240.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,7.0,410.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,8.0,540.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,9.0,640.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,10.0,670.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,11.0,690.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,12.0,580.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,13.0,490.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,14.0,340.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,15.0,200.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,14.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,6.0,240.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,7.0,360.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,8.0,500.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,9.0,620.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,10.0,660.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,11.0,670.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,12.0,580.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,13.0,490.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,14.0,350.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,15.0,220.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,15.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,4.0,10.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,5.0,20.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,6.0,250.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,7.0,360.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,8.0,550.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,9.0,660.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,10.0,690.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,11.0,650.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,12.0,610.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,13.0,510.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,14.0,330.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,15.0,210.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,16.0,40.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,17.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,16.0,18.0,10.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,6.0,260.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,7.0,410.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,8.0,570.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,9.0,690.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,10.0,710.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,11.0,660.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,12.0,630.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,13.0,540.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,14.0,390.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,15.0,220.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,17.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,6.0,290.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,7.0,370.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,8.0,570.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,9.0,710.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,10.0,740.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,11.0,760.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,12.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,13.0,560.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,14.0,390.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,15.0,220.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,16.0,40.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,17.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,18.0,18.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,3.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,4.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,5.0,20.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,6.0,270.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,7.0,440.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,8.0,610.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,9.0,730.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,10.0,750.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,11.0,690.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,12.0,650.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,13.0,570.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,14.0,390.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,15.0,220.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,16.0,40.0,3.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,17.0,10.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,19.0,18.0,10.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,2.0,10.0,0.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,3.0,10.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,4.0,10.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,5.0,20.0,1.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,6.0,250.0,2.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,7.0,380.0,4.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,8.0,300.0,6.0
17220.0,İZMİR BÖLGE,2020.0,1.0,20.0,9.0,370.0,5.0
